Unique Id,indicator_id,geo_type_id,measurement_type_id,internal_id,subtopic_id,name,Measure,geo_type_name,description,geo_entity_id,geo_entity_name,year_description,data_value,message
412521,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2016 Summer,12.73,
549855,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2016-17 Winter,23.82,
549853,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2017 Summer,12.58,
602797,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2017-18 Winter,21.85,
602796,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2018 Summer,11.72,
643413,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2018-19 Winter,18.18,
643412,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2019 Summer,12.49,
667244,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2019-20 Winter,19.92,
667245,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2020 Summer,8.71,
412455,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2016 Summer,15.36,
549789,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2016-17 Winter,26.17,
549787,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2017 Summer,15.17,
602731,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2017-18 Winter,26.16,
602730,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2018 Summer,14.02,
643347,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2018-19 Winter,23.23,
643346,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2019 Summer,14.34,
667112,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2019-20 Winter,27.58,
667113,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2020 Summer,11.59,
412473,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2016 Summer,13.27,
549807,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2016-17 Winter,23.78,
549805,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2017 Summer,12.75,
602749,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2017-18 Winter,22.67,
602748,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2018 Summer,11.47,
643365,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2018-19 Winter,20.53,
643364,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2019 Summer,13,
667148,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2019-20 Winter,23.75,
667149,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2020 Summer,9.8,
412464,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),206,Borough Park,2016 Summer,14.25,
549798,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),206,Borough Park,2016-17 Winter,25.04,
549796,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),206,Borough Park,2017 Summer,13.77,
602740,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),206,Borough Park,2017-18 Winter,24.2,
602739,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),206,Borough Park,2018 Summer,12.59,
643356,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),206,Borough Park,2018-19 Winter,21.76,
643355,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),206,Borough Park,2019 Summer,13.58,
667130,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),206,Borough Park,2019-20 Winter,25.64,
667131,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),206,Borough Park,2020 Summer,10.74,
412470,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2016 Summer,9.96,
549804,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2016-17 Winter,22.76,
549802,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2017 Summer,10.26,
602746,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2017-18 Winter,20.54,
602745,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2018 Summer,9.05,
643362,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2018-19 Winter,18.66,
643361,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2019 Summer,9.24,
667142,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2019-20 Winter,22.86,
667143,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2020 Summer,8.63,
412485,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2016 Summer,18.13,
549819,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2016-17 Winter,28.51,
549817,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2017 Summer,18.89,
602761,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2017-18 Winter,27.52,
602760,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2018 Summer,16.9,
643377,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2018-19 Winter,24.69,
643376,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2019 Summer,16.78,
667172,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2019-20 Winter,26.6,
667173,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2020 Summer,14.6,
412497,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2016 Summer,24.97,
549831,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2016-17 Winter,32.93,
549829,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2017 Summer,26.19,
602773,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2017-18 Winter,31.91,
602772,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2018 Summer,24.85,
643389,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2018-19 Winter,29.47,
643388,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2019 Summer,24.86,
667196,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2019-20 Winter,33.6,
667197,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2020 Summer,19.29,
412476,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2016 Summer,10.44,
549810,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2016-17 Winter,23.25,
549808,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2017 Summer,10.7,
602752,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2017-18 Winter,19.73,
602751,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2018 Summer,9.1,
643368,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2018-19 Winter,18.52,
643367,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2019 Summer,9.97,
667154,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2019-20 Winter,22.1,
667155,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2020 Summer,8.92,
412440,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2016 Summer,16.73,
549774,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2016-17 Winter,27.7,
549772,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2017 Summer,17.12,
602716,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2017-18 Winter,25.81,
602715,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2018 Summer,15.18,
643332,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2018-19 Winter,22.62,
643331,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2019 Summer,14.38,
667082,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2019-20 Winter,24.76,
667083,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2020 Summer,14.53,
412452,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2016 Summer,17.32,
549786,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2016-17 Winter,26.27,
549784,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2017 Summer,16.62,
602728,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2017-18 Winter,27.19,
602727,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2018 Summer,16.37,
643344,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2018-19 Winter,24.83,
643343,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2019 Summer,17.99,
667106,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2019-20 Winter,28.64,
667107,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2020 Summer,12.96,
412467,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2016 Summer,13.98,
549801,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2016-17 Winter,25.18,
549799,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2017 Summer,13.75,
602743,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2017-18 Winter,24.33,
602742,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2018 Summer,12.34,
643359,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2018-19 Winter,21.71,
643358,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2019 Summer,12.75,
667136,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2019-20 Winter,26.13,
667137,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2020 Summer,10.66,
412488,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2016 Summer,17.82,
549822,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2016-17 Winter,28.06,
549820,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2017 Summer,18.57,
602764,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2017-18 Winter,26.75,
602763,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2018 Summer,16.41,
643380,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2018-19 Winter,24.44,
643379,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2019 Summer,16.73,
667178,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2019-20 Winter,26.76,
667179,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),303,East Harlem,2020 Summer,14.24,
412458,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),204,East New York,2016 Summer,13.07,
549792,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),204,East New York,2016-17 Winter,24.86,
549790,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),204,East New York,2017 Summer,13.39,
602734,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),204,East New York,2017-18 Winter,24.54,
602733,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),204,East New York,2018 Summer,11.97,
643350,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),204,East New York,2018-19 Winter,21.57,
643349,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),204,East New York,2019 Summer,11.97,
667118,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),204,East New York,2019-20 Winter,25.5,
667119,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),204,East New York,2020 Summer,10.42,
412518,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2016 Summer,14.08,
549852,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2016-17 Winter,25.52,
549850,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2017 Summer,13.95,
602794,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2017-18 Winter,24.42,
602793,375,3,104,2025,122,Nitrogen Dioxide (NO2),Mean,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2018 Summer,12.95,
